method,seed,bo_iteration,selected_action_index,selected_action_x,observed_scalar_outcome,incumbent_before_observation,incumbent,noise_free_best_value_observed,simple_regret,t_0_10_status,t_0_10,active_factor_indices,M_t,N,active_factor_fraction,cumulative_factor_use_through_iteration,cumulative_final_active_factor_use,cumulative_factor_ratio_through_iteration,R_factors,raw_factor_likelihood_evaluation_count,decision_factor_likelihood_evaluation_count,heldout_factor_likelihood_evaluation_count,inference_sample_count,inference_ess,inference_ess_fraction,inference_wall_time_seconds,laplace_converged,laplace_mode_iterations,laplace_gradient_infinity_norm,maximum_split_half_ei_discrepancy,heldout_full_target_sample_count,heldout_full_target_ess,heldout_full_target_ess_fraction,heldout_full_target_wall_time_seconds,heldout_laplace_converged,heldout_laplace_mode_iterations,heldout_laplace_gradient_infinity_norm,heldout_maximum_split_half_ei_discrepancy,selected_action_acquisition_estimate,structural_bound_at_worst_challenger,empirical_inference_allowance,adaptive_heldout_full_target_acquisition_regret,numerical_accuracy_reliable,config_sha256,starting_git_commit,preference_bank_sha256,scalar_noise_sha256,screened_factor_source,scalar_observation_count
full,5,6,12,0.75,1.0061112166365627,0.6859291674322837,1.0061112166365627,0.9882354306132825,0.0,reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,144,144,1.0,1.0,1573032,1573032,0,65536,65470.32789416885,0.9989979231898323,0.05355670815333724,True,3,2.490230244234226e-13,0.00019302104246067043,,,,,,,,,0.0023627039074088727,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
adaptive,5,1,5,0.3125,0.19191920504397217,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,23,127,0.9583333333333334,0.8819444444444444,6096946,4523914,1573032,16384,16348.157970085635,0.9978123761038595,0.373756205663085,True,3,2.1960211427085596e-13,,65536,65391.60533345828,0.9977967122414899,0.05814429186284542,True,3,1.7197354651443675e-13,0.0014110020876308624,0.11500877762269912,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,4
adaptive,5,2,6,0.375,-0.006844431785916531,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,46,127,0.9583333333333334,0.8819444444444444,6096906,4523874,1573032,16384,16354.05654671043,0.9981723966498065,0.3859835397452116,True,3,1.3777867735598193e-13,,65536,65417.846371037835,0.9981971186986974,0.05770633299835026,True,3,2.4502622153477205e-13,0.0019528657067997696,0.09756533042457,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,5
adaptive,5,3,1,0.0625,0.054154661688545866,0.267910909433048,0.267910909433048,0.258984272217597,0.7292511583956854,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,68,127,0.9444444444444444,0.8819444444444444,5719925,4146893,1573032,16384,16359.910733582763,0.9985297078602761,0.3669247101061046,True,3,1.34781075189494e-13,,65536,65436.998219393994,0.998489352712921,0.05699370801448822,True,3,1.3000711618360583e-13,0.0011429601587839879,0.06316423757205274,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,6
adaptive,5,4,3,0.1875,0.5158678404512123,0.267910909433048,0.5158678404512123,0.5220877718429023,0.4661476587703801,not_reached,6,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",21,24,0.875,89,127,0.9270833333333334,0.8819444444444444,5359341,3786309,1573032,16384,16362.776025374334,0.9987045913924765,0.3378921668045223,True,3,9.736655925962623e-14,,65536,65449.85112951186,0.9986854725572488,0.05587845901027322,True,3,2.2937207688755734e-13,0.0009371997030907693,0.05950533890193613,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,7
adaptive,5,5,13,0.8125,0.6859291674322837,0.5158678404512123,0.6859291674322837,0.69338852619193,0.2948469044213524,not_reached,6,"[0, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",20,24,0.8333333333333334,109,127,0.9083333333333333,0.8819444444444444,5015130,3442098,1573032,16384,16366.39198543035,0.9989252920794891,0.329238248988986,True,3,1.8052226380405045e-13,,65536,65466.02958891532,0.9989323362566425,0.056017832830548286,True,3,2.4347190930029683e-13,0.00029649270258388363,0.009505893645205743,0.00017966379816424682,0.002805317148049439,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,8
adaptive,5,6,12,0.75,1.0061112166365627,0.6859291674322837,1.0061112166365627,0.9882354306132825,0.0,reached,6,"[0, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 23]",18,24,0.75,127,127,0.8819444444444444,0.8819444444444444,4375873,2802841,1573032,16384,16366.785656652928,0.9989493198640703,0.2901774605270475,True,3,3.9929171080643755e-13,,65536,65471.783815401526,0.9990201387848133,0.05501729203388095,True,3,2.490230244234226e-13,0.000176409844341993,0.0024723696570486202,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,405b81f21113455e10c15d0b8185001cd257e42a95cba10f527d21bc6f845651,dde027e4e5a22adf1f1783e4e8b0aeaa7f52e21ac22aa7cabba7c1492729ba3d,historical_preference_bank_only,9
standard,6,1,1,0.0625,0.07880537087116123,0.25532233738702925,0.25532233738702925,0.258984272217597,0.7292511583956854,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.05098097503734613,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
standard,6,2,3,0.1875,0.5292374417546638,0.25532233738702925,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.050977735043415705,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
standard,6,3,4,0.25,0.480215422980201,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.015424817536017973,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
standard,6,4,5,0.3125,0.2005567674758909,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.01396738206469042,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
standard,6,5,6,0.375,-0.001127244633324866,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.007624102398829567,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
standard,6,6,15,0.9375,-0.016502110532983814,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.0071819111026987965,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
full,6,1,3,0.1875,0.5292374417546638,0.25532233738702925,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,24,144,1.0,1.0,1573032,1573032,0,65536,65395.20657694681,0.997851662856244,0.05831583309918642,True,3,1.142419492339286e-13,0.002092309730795522,,,,,,,,,0.11165217275686476,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
full,6,2,1,0.0625,0.07880537087116123,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,48,144,1.0,1.0,1573032,1573032,0,65536,65414.66526874695,0.9981485789298545,0.05903812497854233,True,3,3.7914116290949096e-13,0.00034597117166018133,,,,,,,,,0.011414762325777572,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
full,6,3,11,0.6875,0.5670356243322285,0.5292374417546638,0.5670356243322285,0.565131658509561,0.4231037721037214,not_reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,72,144,1.0,1.0,1573032,1573032,0,65536,65436.02985977838,0.9984745767178097,0.05748158413916826,True,3,1.1945999744966684e-13,0.000574216686602359,,,,,,,,,0.009456325324380677,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
full,6,4,12,0.75,0.9945315460059745,0.5670356243322285,0.9945315460059745,0.9882354306132825,0.0,reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,96,144,1.0,1.0,1573032,1573032,0,65536,65443.28777565887,0.9985853237252635,0.05755066708661616,True,3,2.6356694604601216e-13,0.0005715349269811675,,,,,,,,,0.015078054366606641,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
full,6,5,10,0.625,0.16711377180467887,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,120,144,1.0,1.0,1573032,1573032,0,65536,65460.40386197622,0.9988464944759555,0.05593412509188056,True,3,3.9401815143946806e-13,8.779086512836811e-05,,,,,,,,,0.0002201154710598701,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
full,6,6,13,0.8125,0.6902548136048274,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,144,144,1.0,1.0,1573032,1573032,0,65536,65472.439082366145,0.9990301373652061,0.05570350005291402,True,3,4.374278717023117e-13,0.00010122593264628315,,,,,,,,,0.00021558604641232297,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
adaptive,6,1,3,0.1875,0.5292374417546638,0.25532233738702925,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",23,24,0.9583333333333334,23,129,0.9583333333333334,0.8958333333333334,6096892,4523860,1573032,16384,16349.187461961752,0.9978752113013765,0.3887302514631301,True,3,3.141931159689193e-14,,65536,65395.20715375821,0.9978516716576875,0.058567084139212966,True,3,1.142419492339286e-13,0.0019598136165054764,0.11186803627046128,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,4
adaptive,6,2,1,0.0625,0.07880537087116123,0.5292374417546638,0.5292374417546638,0.5220877718429023,0.4661476587703801,not_reached,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,45,129,0.9375,0.8958333333333334,5719883,4146851,1573032,16384,16353.312148530062,0.9981269621905555,0.36628283257596195,True,3,1.7963408538435033e-13,,65536,65414.335774741514,0.9981435512503283,0.05693512503057718,True,3,3.7914116290949096e-13,0.0007170052465486024,0.011541931480206451,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,5
adaptive,6,3,11,0.6875,0.5670356243322285,0.5292374417546638,0.5670356243322285,0.565131658509561,0.4231037721037214,not_reached,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,67,129,0.9305555555555556,0.8958333333333334,5719913,4146881,1573032,16384,16357.444036472663,0.9983791526167397,0.38083312287926674,True,3,4.615197113366776e-13,,65536,65434.38968372658,0.99844954961741,0.05693170800805092,True,3,1.1945999744966684e-13,0.0007562893373689403,0.00916323516285788,5.0297495978707414e-05,0.0009588671815669628,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,6
adaptive,6,4,12,0.75,0.9945315460059745,0.5670356243322285,0.9945315460059745,0.9882354306132825,0.0,reached,4,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",22,24,0.9166666666666666,89,129,0.9270833333333334,0.8958333333333334,5719949,4146917,1573032,16384,16360.35575619874,0.998556869885177,0.36135233100503683,True,3,3.852473895449293e-13,,65536,65443.542150234614,0.9985892051732577,0.057015915866941214,True,3,2.6356694604601216e-13,0.00036815193615517567,0.014841369567950022,0.0,0.0,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,7
adaptive,6,5,13,0.8125,0.6902548136048274,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,4,"[0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]",21,24,0.875,110,129,0.9166666666666666,0.8958333333333334,5359341,3786309,1573032,16384,16364.386456003718,0.9988028842775707,0.34705825080163777,True,3,3.5771385853422544e-13,,65536,65462.962914437514,0.9988855425176623,0.0572458750102669,True,3,3.9401815143946806e-13,3.35846160771542e-05,0.000221820023751355,0.00017550702777500396,0.0001404329729523741,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,8
adaptive,6,6,10,0.625,0.16711377180467887,0.9945315460059745,0.9945315460059745,0.9882354306132825,0.0,reached,4,"[0, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 22, 23]",19,24,0.7916666666666666,129,129,0.8958333333333334,0.8958333333333334,4687320,3114288,1573032,16384,16366.794102639094,0.9989498353661557,0.31256245565600693,True,3,5.334621633323877e-13,,65536,65465.79334994787,0.9989287315360698,0.054827624931931496,True,3,3.871347686867921e-13,2.226294518748958e-05,0.00022479214189004913,0.00020162088485933892,0.0001070663631202506,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,3a5d4b5dd5f2a0763b1033a4cef565a03bf5ea0b1515d821660c5e20e720bd2b,2090958931f040896507f37b4e1377e519231a6acea3a0349478c8cb0b654e0a,historical_preference_bank_only,9
standard,7,1,3,0.1875,0.5282595323292082,0.25971205802071967,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.050134204463803636,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,4
standard,7,2,4,0.25,0.501606408653959,0.5282595323292082,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.015511460741881491,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,5
standard,7,3,5,0.3125,0.19567059267549397,0.5282595323292082,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.014717286821345849,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,6
standard,7,4,1,0.0625,0.06281402857058671,0.5282595323292082,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.008919158817831088,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,7
standard,7,5,6,0.375,0.01453659019518411,0.5282595323292082,0.5282595323292082,0.5220877718429023,0.4661476587703801,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.007682952244989213,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,8
standard,7,6,13,0.8125,0.6844577394889417,0.5282595323292082,0.6844577394889417,0.69338852619193,0.2948469044213524,not_reached,7,[],0,24,0.0,0,0,0.0,0.0,0,0,0,0,,,0.0,,,,,,,,,,,,,0.007265748908527107,,,,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,9
full,7,1,12,0.75,0.980753559756491,0.25971205802071967,0.980753559756491,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,24,144,1.0,1.0,1573032,1573032,0,65536,65358.457732309194,0.9972909199876281,0.05771075002849102,True,3,6.7390537594747e-14,0.002324243863550457,,,,,,,,,0.1308822035110259,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,4
full,7,2,13,0.8125,0.6844577394889417,0.980753559756491,0.980753559756491,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,48,144,1.0,1.0,1573032,1573032,0,65536,65377.77174910038,0.9975856284957944,0.05683237500488758,True,3,2.8727020762175925e-13,0.00031870865812405657,,,,,,,,,0.0028159131270347987,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,5
full,7,3,11,0.6875,0.5577828902456112,0.980753559756491,0.980753559756491,0.9882354306132825,0.0,reached,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",24,24,1.0,72,144,1.0,1.0,1573032,1573032,0,65536,65411.42415644736,0.9980991234809473,0.055105125065892935,True,3,2.2398749521812533e-13,0.00010403411753957822,,,,,,,,,0.001340773390803476,0.0,,0.0,True,5c53c8de7144d1d0bc3a66b1ca4233b2c17811f726e977e1a5c90f103140b260,b68525952f58693461ac32d4658a8d611a594706,5c8c881e01b155e3f1100183a70dd9dea2ec07b2a235afe2cbd78b182fac4979,78888e272a4585fcd21304843a337a61fd75214ed65a0c37caf753b3ce8ffcff,historical_preference_bank_only,6
